signal_id,symbol,signal_timestamp_utc,signal_timestamp_et,direction,confidence,regime_state,entry_model,entry_price,entry_filled,stop_price,stop_filled,target1_price,target2_price,actual_exit_price,outcome_type,holding_time_seconds,pnl_ticks,risk_ticks,r_multiple,mae_ticks,mfe_ticks,max_adverse_time,max_favorable_time,delta_before,delta_after,reclaim_strength,displacement_ticks,absorption_strength,volatility_state,trend_state,timeout_flag
113,ESM6,2026-05-04T19:06:22.940Z,2026-05-04T15:06:22.940000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7230.00,TIMEOUT,1800,2.50,13.25,0.188679,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
114,ESM6,2026-05-04T19:06:29.360Z,2026-05-04T15:06:29.360000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7215.50,7214.50,7241.50,7254.50,7230.50,TIMEOUT,1800,2.75,13.25,0.207547,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
115,ESM6,2026-05-04T19:06:31.146Z,2026-05-04T15:06:31.146000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7215.50,7214.50,7241.50,7254.50,7230.50,TIMEOUT,1800,2.75,13.25,0.207547,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
116,ESM6,2026-05-04T19:06:31.474Z,2026-05-04T15:06:31.474000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7230.50,TIMEOUT,1800,3.00,13.25,0.226415,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
117,ESM6,2026-05-04T19:06:31.475Z,2026-05-04T15:06:31.475000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.50,TIMEOUT,1800,3.25,13.25,0.245283,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
118,ESM6,2026-05-04T19:06:31.476Z,2026-05-04T15:06:31.476000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7214.75,7213.75,7240.75,7253.75,7230.50,TIMEOUT,1800,3.50,13.25,0.264151,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
119,ESM6,2026-05-04T19:07:03.677Z,2026-05-04T15:07:03.677000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7229.50,TIMEOUT,1800,2.00,13.25,0.150943,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
120,ESM6,2026-05-04T19:07:03.966Z,2026-05-04T15:07:03.966000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.00,7214.00,7241.50,7254.75,7229.50,TIMEOUT,1800,2.00,13.50,0.148148,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
121,ESM6,2026-05-04T19:07:04.073Z,2026-05-04T15:07:04.073000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7229.50,TIMEOUT,1800,2.25,13.25,0.169811,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
122,ESM6,2026-05-04T19:07:04.806Z,2026-05-04T15:07:04.806000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7229.50,TIMEOUT,1800,2.25,13.25,0.169811,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
123,ESM6,2026-05-04T19:07:06.803Z,2026-05-04T15:07:06.803000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.00,TIMEOUT,1800,2.75,13.25,0.207547,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
124,ESM6,2026-05-04T19:07:06.878Z,2026-05-04T15:07:06.878000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7229.75,TIMEOUT,1800,2.50,13.25,0.188679,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
125,ESM6,2026-05-04T19:07:09.715Z,2026-05-04T15:07:09.715000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7215.25,7214.25,7241.25,7254.25,7229.75,TIMEOUT,1800,2.25,13.25,0.169811,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
126,ESM6,2026-05-04T19:07:11.547Z,2026-05-04T15:07:11.547000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.00,TIMEOUT,1800,2.75,13.25,0.207547,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
127,ESM6,2026-05-04T19:07:12.578Z,2026-05-04T15:07:12.578000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7214.75,7213.75,7240.75,7253.75,7230.00,TIMEOUT,1800,3.00,13.25,0.226415,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
128,ESM6,2026-05-04T19:07:13.300Z,2026-05-04T15:07:13.300000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7214.75,7213.75,7240.75,7253.75,7230.00,TIMEOUT,1800,3.00,13.25,0.226415,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
129,ESM6,2026-05-04T19:07:25.741Z,2026-05-04T15:07:25.741000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7215.00,7214.00,7241.00,7254.00,7230.00,TIMEOUT,1800,2.75,13.25,0.207547,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
130,ESM6,2026-05-04T19:07:29.657Z,2026-05-04T15:07:29.657000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7215.50,7214.50,7241.50,7254.50,7230.25,TIMEOUT,1800,2.50,13.25,0.188679,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
131,ESM6,2026-05-04T19:07:31.514Z,2026-05-04T15:07:31.514000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7216.25,7215.25,7240.25,7252.25,7230.25,TIMEOUT,1800,2.75,12.25,0.224490,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
132,ESM6,2026-05-04T19:07:37.285Z,2026-05-04T15:07:37.285000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.50,7215.50,7240.50,7252.50,7230.50,TIMEOUT,1800,2.75,12.25,0.224490,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
133,ESM6,2026-05-04T19:07:41.426Z,2026-05-04T15:07:41.426000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.50,7215.50,7240.50,7252.50,7230.50,TIMEOUT,1800,2.75,12.25,0.224490,4.50,3.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
134,ESM6,2026-05-04T19:07:41.431Z,2026-05-04T15:07:41.431000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7216.25,7215.25,7240.25,7252.25,7230.50,TIMEOUT,1800,3.00,12.25,0.244898,4.25,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
135,ESM6,2026-05-04T19:07:41.432Z,2026-05-04T15:07:41.432000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7216.00,7215.00,7240.00,7252.00,7230.50,TIMEOUT,1800,3.25,12.25,0.265306,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
136,ESM6,2026-05-04T19:07:41.447Z,2026-05-04T15:07:41.447000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7216.00,7215.00,7240.00,7252.00,7230.50,TIMEOUT,1800,3.25,12.25,0.265306,4.00,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
137,ESM6,2026-05-04T19:07:41.452Z,2026-05-04T15:07:41.452000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7215.75,7214.75,7239.75,7251.75,7230.50,TIMEOUT,1800,3.50,12.25,0.285714,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
138,ESM6,2026-05-04T19:07:41.580Z,2026-05-04T15:07:41.580000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7215.75,7214.75,7239.75,7251.75,7230.50,TIMEOUT,1800,3.50,12.25,0.285714,3.75,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
139,ESM6,2026-05-04T19:08:00.279Z,2026-05-04T15:08:00.279000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7215.75,7214.75,7239.75,7251.75,7231.00,TIMEOUT,1800,4.00,12.25,0.326531,3.75,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.50,CONFIRMED,HIGH,WEAK,YES
140,ESM6,2026-05-04T19:08:12.104Z,2026-05-04T15:08:12.104000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.50,7215.50,7240.50,7252.50,7231.25,TIMEOUT,1800,3.50,12.25,0.285714,4.50,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
141,ESM6,2026-05-04T19:09:35.201Z,2026-05-04T15:09:35.201000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.75,7215.75,7240.25,7252.00,7229.75,TIMEOUT,1800,2.00,12.00,0.166667,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
142,ESM6,2026-05-04T19:09:40.614Z,2026-05-04T15:09:40.614000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.75,7215.75,7240.25,7252.00,7229.25,TIMEOUT,1800,1.50,12.00,0.125000,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
143,ESM6,2026-05-04T19:09:56.174Z,2026-05-04T15:09:56.174000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7216.75,7215.75,7240.25,7252.00,7229.00,TIMEOUT,1800,1.25,12.00,0.104167,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
144,ESM6,2026-05-04T19:09:58.122Z,2026-05-04T15:09:58.122000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7216.50,7215.50,7240.00,7251.75,7228.75,TIMEOUT,1800,1.25,12.00,0.104167,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
145,ESM6,2026-05-04T19:10:00.221Z,2026-05-04T15:10:00.221000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7216.00,7215.00,7239.50,7251.25,7228.75,TIMEOUT,1800,1.75,12.00,0.145833,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
146,ESM6,2026-05-04T19:10:02.461Z,2026-05-04T15:10:02.461000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7216.75,7215.75,7239.75,7251.25,7229.50,TIMEOUT,1800,2.00,11.75,0.170213,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
147,ESM6,2026-05-04T19:10:03.831Z,2026-05-04T15:10:03.831000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7216.50,7215.50,7239.50,7251.00,7229.50,TIMEOUT,1800,2.25,11.75,0.191489,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
148,ESM6,2026-05-04T19:11:03.504Z,2026-05-04T15:11:03.504000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7217.25,7216.25,7239.25,7250.25,7228.25,TIMEOUT,1800,0.75,11.25,0.066667,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
149,ESM6,2026-05-04T19:11:08.687Z,2026-05-04T15:11:08.687000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.50,7216.50,7239.50,7250.50,7228.00,TIMEOUT,1800,0.25,11.25,0.022222,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
150,ESM6,2026-05-04T19:11:12.707Z,2026-05-04T15:11:12.707000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.75,7228.00,7217.50,7216.50,7240.00,7251.25,7228.25,TIMEOUT,1800,0.25,11.50,0.021739,4.75,3.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
151,ESM6,2026-05-04T19:11:15.053Z,2026-05-04T15:11:15.053000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.50,7216.50,7239.50,7250.50,7228.00,TIMEOUT,1800,0.25,11.25,0.022222,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
152,ESM6,2026-05-04T19:11:15.544Z,2026-05-04T15:11:15.544000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7217.25,7216.25,7239.25,7250.25,7228.00,TIMEOUT,1800,0.50,11.25,0.044444,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
153,ESM6,2026-05-04T19:11:15.847Z,2026-05-04T15:11:15.847000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7217.00,7216.00,7239.00,7250.00,7228.00,TIMEOUT,1800,0.75,11.25,0.066667,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
154,ESM6,2026-05-04T19:11:16.485Z,2026-05-04T15:11:16.485000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7216.75,7215.75,7238.75,7249.75,7228.00,TIMEOUT,1800,1.00,11.25,0.088889,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
155,ESM6,2026-05-04T19:11:31.154Z,2026-05-04T15:11:31.154000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7217.25,7216.25,7239.25,7250.25,7227.25,TIMEOUT,1800,-0.25,11.25,-0.022222,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
156,ESM6,2026-05-04T19:11:31.369Z,2026-05-04T15:11:31.369000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7217.00,7216.00,7239.00,7250.00,7227.25,TIMEOUT,1800,0.00,11.25,0.000000,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
157,ESM6,2026-05-04T19:11:35.326Z,2026-05-04T15:11:35.326000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7216.75,7215.75,7238.75,7249.75,7227.25,TIMEOUT,1800,0.25,11.25,0.022222,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
158,ESM6,2026-05-04T19:12:42.586Z,2026-05-04T15:12:42.586000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7227.75,7227.00,7216.75,7215.75,7238.75,7249.75,7227.00,TIMEOUT,1800,0.00,11.25,0.000000,3.75,4.50,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.75,CONFIRMED,HIGH,CONFIRMING,YES
159,ESM6,2026-05-04T19:12:59.384Z,2026-05-04T15:12:59.384000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.50,7216.50,7239.50,7250.50,7227.75,TIMEOUT,1800,0.00,11.25,0.000000,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
160,ESM6,2026-05-04T19:13:02.450Z,2026-05-04T15:13:02.450000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.50,7216.50,7239.50,7250.50,7227.25,TIMEOUT,1800,-0.50,11.25,-0.044444,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
161,ESM6,2026-05-04T19:13:04.891Z,2026-05-04T15:13:04.891000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7217.25,7216.25,7239.25,7250.25,7227.25,TIMEOUT,1800,-0.25,11.25,-0.022222,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
162,ESM6,2026-05-04T19:13:06.178Z,2026-05-04T15:13:06.178000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7217.00,7216.00,7239.00,7250.00,7227.25,TIMEOUT,1800,0.00,11.25,0.000000,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
163,ESM6,2026-05-04T19:13:22.297Z,2026-05-04T15:13:22.297000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.50,7216.50,7239.50,7250.50,7227.25,TIMEOUT,1800,-0.50,11.25,-0.044444,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
164,ESM6,2026-05-04T19:13:37.938Z,2026-05-04T15:13:37.938000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.50,7216.50,7239.50,7250.50,7227.00,TIMEOUT,1800,-0.75,11.25,-0.066667,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
165,ESM6,2026-05-04T19:13:37.949Z,2026-05-04T15:13:37.949000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7217.25,7216.25,7239.25,7250.25,7227.00,TIMEOUT,1800,-0.50,11.25,-0.044444,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
166,ESM6,2026-05-04T19:13:38.013Z,2026-05-04T15:13:38.013000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.00,7227.25,7217.00,7216.00,7239.00,7250.00,7227.00,TIMEOUT,1800,-0.25,11.25,-0.022222,4.00,4.25,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.25,CONFIRMED,HIGH,WEAK,YES
167,ESM6,2026-05-04T19:14:06.584Z,2026-05-04T15:14:06.584000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.25,7216.25,7239.75,7251.00,7226.50,TIMEOUT,1800,-1.25,11.50,-0.108696,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
168,ESM6,2026-05-04T19:14:38.964Z,2026-05-04T15:14:38.964000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.50,7227.75,7217.50,7216.50,7239.50,7250.50,7227.00,TIMEOUT,1800,-0.75,11.25,-0.066667,4.50,3.75,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
169,ESM6,2026-05-04T19:14:41.885Z,2026-05-04T15:14:41.885000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7217.25,7216.25,7239.25,7250.25,7227.25,TIMEOUT,1800,-0.25,11.25,-0.022222,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
170,ESM6,2026-05-04T19:14:43.839Z,2026-05-04T15:14:43.839000-04:00,LONG,89.4%,BALANCE,ABSORPTION_RECLAIM,7228.25,7227.50,7217.25,7216.25,7239.25,7250.25,7227.25,TIMEOUT,1800,-0.25,11.25,-0.022222,4.25,4.00,180,1800,UNAVAILABLE,UNAVAILABLE,STRONG,0.00,CONFIRMED,HIGH,WEAK,YES
